LAMMPS Description

5098  atoms
134  bonds
45  angles
0  dihedrals
0  impropers

22  atom types
1  bond types
1  angle types
0  dihedral types
0  improper types

-21.00  21.00 xlo xhi
-21.00  21.00 ylo yhi
-60.00  60.00 zlo zhi


Masses

1   1.00
2   0.74
3   1.63
4   1.19
5   1.20
6   1.07
7   1.33
8   1.34
9   0.59
10   1.43
11   1.18
12   1.18
13   1.34
14   1.37
15   1.53
16   1.01
17   0.91
18   1.05
19   1.94
20   1.70
21   1.03
22   0.71


Atoms

1 1 1 0.0 0.000 0.000 -4.746
2 1 1 0.0 0.000 -1.000 -4.746
3 1 1 -36.5 0.000 0.000 -5.746
4 1 1 0.0 0.000 0.000 -6.746
5 1 1 0.0 0.000 -1.000 -6.746
6 1 1 -36.5 0.000 0.000 -7.746
7 1 1 0.0 0.000 0.000 -8.746
8 1 1 0.0 0.000 -1.000 -8.746
9 1 1 -36.5 0.000 0.000 -9.746
10 1 1 0.0 0.000 0.000 -10.746
11 1 1 0.0 0.000 -1.000 -10.746
12 1 1 -36.5 0.000 0.000 -11.746
13 1 1 0.0 0.000 0.000 -12.746
14 1 1 0.0 0.000 -1.000 -12.746
15 1 1 -36.5 0.000 0.000 -13.746
16 1 1 0.0 0.000 0.000 -14.746
17 1 1 0.0 0.000 -1.000 -14.746
18 1 1 -36.5 0.000 0.000 -15.746
19 1 1 0.0 0.000 0.000 -16.746
20 1 1 0.0 0.000 -1.000 -16.746
21 1 1 -36.5 0.000 0.000 -17.746
22 1 1 0.0 0.000 0.000 -18.746
23 1 1 0.0 0.000 -1.000 -18.746
24 1 1 -36.5 0.000 0.000 -19.746
25 1 1 0.0 0.000 0.000 -20.746
26 1 1 0.0 0.000 -1.000 -20.746
27 1 1 -36.5 0.000 0.000 -21.746
28 1 1 0.0 0.000 0.000 -22.746
29 1 1 0.0 0.000 -1.000 -22.746
30 1 1 -36.5 0.000 0.000 -23.746
31 1 1 0.0 0.000 0.000 -24.746
32 1 1 0.0 0.000 -1.000 -24.746
33 1 1 -36.5 0.000 0.000 -25.746
34 1 1 0.0 0.000 0.000 -26.746
35 1 1 0.0 0.000 -1.000 -26.746
36 1 1 -36.5 0.000 0.000 -27.746
37 1 1 0.0 0.000 0.000 -28.746
38 1 1 0.0 0.000 -1.000 -28.746
39 1 1 -36.5 0.000 0.000 -29.746
40 1 1 0.0 0.000 0.000 -30.746
41 1 1 0.0 0.000 -1.000 -30.746
42 1 1 -36.5 0.000 0.000 -31.746
43 1 1 0.0 0.000 0.000 -32.746
44 1 1 0.0 0.000 -1.000 -32.746
45 1 1 -36.5 0.000 0.000 -33.746
46 1 1 0.0 0.000 0.000 -34.746
47 1 1 0.0 0.000 -1.000 -34.746
48 1 1 -36.5 0.000 0.000 -35.746
49 1 1 0.0 0.000 0.000 -36.746
50 1 1 0.0 0.000 -1.000 -36.746
51 1 1 -36.5 0.000 0.000 -37.746
52 1 1 0.0 0.000 0.000 -38.746
53 1 1 0.0 0.000 -1.000 -38.746
54 1 1 -36.5 0.000 0.000 -39.746
55 1 1 0.0 -0.817 -0.565 -39.647
56 1 1 0.0 -1.474 -1.260 -39.922
57 1 1 -36.5 -0.561 -1.467 -39.974
58 1 1 0.0 -0.218 -2.279 -39.513
59 1 1 0.0 -0.116 -2.902 -40.286
60 1 1 -36.5 -0.671 -3.165 -39.468
61 1 1 0.0 -0.173 -3.966 -39.815
62 1 1 0.0 -0.827 -4.629 -39.469
63 1 1 -36.5 -0.290 -4.856 -40.255
64 1 1 0.0 0.612 -4.944 -39.813
65 1 1 0.0 1.123 -4.708 -38.987
66 1 1 -36.5 1.609 -5.044 -39.772
67 1 1 0.0 2.346 -4.604 -40.285
68 1 1 0.0 1.858 -3.747 -40.217
69 1 1 -36.5 1.900 -4.265 -41.119
70 1 1 0.0 1.102 -4.199 -41.708
71 1 1 0.0 1.369 -4.291 -42.662
72 1 1 -36.5 0.377 -4.311 -42.402
73 1 1 0.0 -0.244 -3.835 -43.033
74 1 1 0.0 0.484 -3.199 -43.234
75 1 1 -36.5 -0.436 -2.854 -43.158
76 1 1 0.0 -0.051 -2.026 -43.581
77 1 1 0.0 -0.767 -1.605 -44.138
78 1 1 -36.5 0.029 -1.074 -43.906
79 1 1 0.0 0.475 -1.741 -44.512
80 1 1 0.0 -0.121 -1.543 -45.277
81 1 1 -36.5 0.840 -1.557 -45.425
82 1 1 0.0 1.435 -2.319 -45.186
83 1 1 0.0 0.960 -3.114 -45.598
84 1 1 -36.5 1.892 -3.184 -45.393
85 1 1 0.0 2.539 -3.930 -45.547
86 1 1 0.0 3.426 -4.059 -45.995
87 1 1 -36.5 2.644 -3.730 -46.527
88 1 1 0.0 2.782 -4.609 -46.969
89 1 1 0.0 2.988 -4.642 -47.933
90 1 1 -36.5 2.066 -4.467 -47.648
91 1 1 0.0 1.347 -4.789 -48.280
92 1 1 0.0 2.035 -4.808 -49.008
93 1 1 -36.5 1.181 -5.344 -49.093
94 1 1 0.0 0.732 -4.703 -49.730
95 1 1 0.0 0.372 -4.459 -50.637
96 1 1 -36.5 -0.032 -4.044 -49.820
97 1 1 0.0 -0.019 -3.074 -50.038
98 1 1 0.0 -0.203 -2.737 -50.959
99 1 1 -36.5 -0.220 -2.097 -50.191
100 1 1 0.0 0.112 -1.401 -49.550
101 1 1 0.0 -0.456 -2.071 -49.059
102 1 1 -36.5 -0.368 -1.189 -48.694
103 1 1 0.0 0.275 -0.500 -49.008
104 1 1 0.0 -0.574 -0.044 -48.704
105 1 1 -36.5 0.175 0.512 -48.990
106 1 1 0.0 -0.388 1.312 -49.149
107 1 1 0.0 -0.065 1.753 -49.980
108 1 1 -36.5 -0.998 1.234 -49.948
109 1 1 0.0 -1.520 0.866 -50.725
110 1 1 0.0 -2.197 0.784 -51.453
